,usename,count
5505,mas_ucupBensin,1
5506,SCTV,5
5507,anandaprayoga01,1
5508,ftrfzn,1
5509,AliNgabalinNew,1
5510,mursid_sandi,1
5511,dandiku20424213,1
5512,yesmar_banu,3
5513,august_nda,1
5514,SuaraJabarCom,1
5515,Masszr14,1
5516,sukmawijaya91,5
5517,JSyamta,1
5518,freddyths,1
5519,hdmuttaqin,1
5520,Sangfakir5,1
5521,lidia19101996,1
5522,vucekboy,1
5523,gakpaked,1
5524,ADIDARM29118417,3
5525,mangkunegara16,3
5526,elbana23_,2
5527,antvklikdotcom,3
5528,Alhafis85783429,1
5529,JAVAaja,1
5530,Sniper3029,2
5531,CakUoott,1
5532,j_dobos,2
5533,OnnoGammara09,1
5534,Herry36646222,1
5535,dwija_pangarsa,2
5536,tonisuryana8,1
5537,kabnewsid,1
5538,irhamwp98,1
5539,bd_baskoro,3
5540,Asrofi44Asrofi,3
5541,NurdinEwa1,1
5542,AnggaPutraF,2
5543,RempahanRenggi4,1
5544,matakepri_,2
5545,ZeniZikri,5
5546,DFSNEWS18,1
5547,BambangSetyadix,6
5548,ndorobbs,15
5549,FurqonJimmy,1
5550,portalmediaid,16
5551,Ihul53568851,3
5552,ichwanambarak46,1
5553,SantosoeEdi,1
5554,CandraDharmawan,1
5555,pembela_rakyat_,2
5556,YouSuckSekali,1
5557,slcmarketinginc,1
5558,HinduanTahir,23
5559,endam_hamdani,3
5560,NFaisal07,5
5561,Syamsul55510244,23
5562,erisebeth,1
5563,lailakepo,1
5564,GarisGiras,2
5565,edzeki,1
5566,Promosi22096333,1
5567,intermakcz,3
5568,Sahrin84959845,1
5569,Aim44508493,6
5570,Agathis08685249,1
5571,AhmadHu62576735,1
5572,amnursama,2
5573,sbram01,15
5574,LstwnA,5
5575,shandal007,1
5576,IwanPangka,8
5577,korangala,12
5578,Sangpisanggg1,1
5579,KAMID33323658,1
5580,Ernewsid,2
5581,MrLexy88,2
5582,harianacehcoid,20
5583,Cenytha2,1
5584,diyamkamuya,1
5585,airlangga_hrt,4
5586,Ikrar_opu,25
5587,sithiaisyah93,1
5588,SinergiAdv,7
5589,zhugaalzael42,2
5590,Anaksemut4,10
5591,dickyaditya7,2
5592,NyiMasLombok,1
5593,phy7klaten12121,4
5594,rowantawon,1
5595,JURNALIS_69,2
5596,erwinwidiagiri,2
5597,adhika_tgalek,1
5598,FaroukSyahbana,2
5599,IstanaTV,1
5600,4riq4lfatih,3
5601,pirlopapumboi,1
5602,hidupetani,2
5603,DamaiHariLubis,14
5604,triwul82,4
5605,AntoHaramain,1
5606,Sam_edow,1
5607,PRDepok,26
5608,txtfromtani,2
5609,Firmansah7599,2
5610,Chavaladruva,10
5611,GantenkBagas,3
5612,welkyp,1
5613,jasroelkoto,3
5614,jennifer_xixi,2
5615,PRFMnews,5
5616,kiong_m,1
5617,Gulo2Nitema,1
5618,Sari15Wardani,1
5619,ApukArie,1
5620,muhdarumar,1
5621,gunawanrasyid,1
5622,AndiFadliM,1
5623,LokoJoyo81,32
5624,Ikademan_Yong,2
5625,HarimanAlqi,4
5626,FaojiYan,1
5627,dpcdemokratpmk,2
5628,MardiSiswoyo15,2
5629,SiKudaHitam3,4
5630,zhitashahab,1
5631,Umacina2,4
5632,KetuaPd,2
5633,Pdemokratkabsrg,29
5634,BintiRahmawat12,16
5635,KabPasaman,6
5636,qwertyrm,2
5637,andistwn58,1
5638,SemetonNanangS,2
5639,muhrifad22_,1
5640,FpdKotaTernate,1
5641,KurawalFound_ID,7
5642,dpcpd_bengkalis,1
5643,gie_banten,13
5644,Triobenga,1
5645,PonorogoSupra,2
5646,MrRedy74,4
5647,zawilQiram5,3
5648,teukuguntara,3
5649,Tinoheidel,18
5650,MudiBanten,2
5651,DirAkdemPD,1
5652,Riotama_didik,48
5653,splumbangaol,1
5654,GubernurPribumi,10
5655,PerempuanPD,7
5656,dpcdemokrat_tjb,1
5657,OfficialBMI__,1
5658,Sampit_id,2
5659,busarimuslim,1
5660,ahmad_prie,1
5661,ningendah_PD,1
5662,dedi_irwansah,1
5663,prieahmad78,1
5664,AHYS14P,25
5665,dpcpd_gresik,2
5666,Vierman06680240,2
5667,PWibawa57,1
5668,JerryMassie14,2
5669,IWayanSuarna7,1
5670,ArdanSuparjono,1
5671,abrianabee,1
5672,Johan64048206,1
5673,Arisnwh1,2
5674,Kessnowandoko,1
5675,indonesiana,8
5676,Kabar_Tangsel,11
5677,AlmansurHidaya1,1
5678,Dwi09020316,1
5679,asjeplak,9
5680,PortalSDAdotcom,4
5681,PadmavatiPrati1,3
5682,Grace86284422,2
5683,syamsulpasaribu,2
5684,a_daud_ppnp,6
5685,kangaep20,1
5686,KustolaniCece,1
5687,butahukum,3
5688,BadayHidayah,1
5689,kab_gerindratgl,1
5690,eckovai,1
5691,jurnal_com,1
5692,Ncing_Aim,2
5693,lisna_maryam,9
5694,DaisyRetna,11
5695,bangdarma10,1
5696,WygionGunitroh,1
5697,Muhammadanggik,1
5698,CahRukan,2
5699,ghaits_ali,11
5700,Arifnaleraja,10
5701,angel05944888,1
5702,Satriya1158,2
5703,hanacaraka73,1
5704,MacArthuro6,1
5705,Masdar17070467,1
5706,alzaaja,1
5707,rtslots,3
5708,J_Usil,2
5709,kristianto_tino,1
5710,dinar_wibowo,6
5711,kretekmantab,1
5712,gerindra_rbg,1
5713,Wagiso_Gi,1
5714,Anyon22488507,2
5715,Rahmat442755081,1
5716,fimoren,2
5717,SugengR1_,40
5718,RYolandia,1
5719,RikiRSikumbang,1
5720,PitRiwoe,4
5721,Gerindra_KRA,1
5722,tafdillah,1
5723,ichsan_itcomm,5
5724,TDR__00,1
5725,cappucia,1
5726,uspien,1
5727,baharirwan2,7
5728,beoxing,1
5729,tgen888,2
5730,iindahsaras,2
5731,eriskagoris,2
5732,zarahfaah,1
5733,Kaki_Langith,1
5734,halos0107,3
5735,Syahron91280411,1
5736,dimasakbarz,7
5737,NoitusanMahri,3
5738,joshlucu,1
5739,Wandystjk,1
5740,JesuSumpil,1
5741,Thoyib83928012,2
5742,MSadeWoO,1
5743,peralzega,1
5744,AhmadHu70291464,1
5745,Barisanco,12
5746,Johnnytawas,1
5747,beritabumiayu,2
5748,portalpantura,4
5749,yaniarsim,6
5750,Dodi_Rokhdian,1
5751,newIding30,1
5752,line_artt,1
5753,kangtjoek,1
5754,cumi_daisuki,1
5755,Balieska1,5
5756,recovery1505,1
5757,Iskanda98635256,2
5758,wangkyberdikari,2
5759,IndraJPiliang,4
5760,JustKaka04,10
5761,kickboxer999,30
5762,MunzakiRafi,2
5763,JihanditaP1,3
5764,gerindra_sragen,1
5765,zak_sas,1
5766,mongtup,1
5767,TeguhAdiWibow12,1
5768,Bunga_Melati02,2
5769,VeelaaRhie,21
5770,pakyan_to,1
5771,KardoSony,36
5772,DRadjikin,3
5773,risman_yudha,3
5774,Paremkocok_,1
5775,RusdinGobel16,3
5776,salbibanakku,1
5777,RedFighter17,1
5778,hendrina_reve,1
5779,FreddyHerlamba1,2
5780,GatakrejoNguter,1
5781,NguterID,1
5782,deserteagle1203,2
5783,notherlifee,1
5784,kapitanews22,1
5785,konspirasi2014,2
5786,dayoldchicksz,1
5787,SlamB17,4
5788,Faktorutama,26
5789,Ilyas8364,9
5790,iOne27165731,1
5791,bicaranetwork,9
5792,NurSyahbana9,2
5793,Ariefkasam2,5
5794,slametriyadi053,1
5795,AlbertKusen11,5
5796,intelijen04,1
5797,h2so4_0903,1
5798,MRDKINDO,9
5799,Andpas2019,1
5800,spotlight_id,1
5801,Adek_Sanusi,7
5802,antaranewskepri,1
5803,NKRI_Heaven,1
5804,KepriAntaranews,4
5805,rianggembiralah,11
5806,didik_sudarmoko,1
5807,ratnanareh,2
5808,jagoaninazuma,1
5809,madachiba,12
5810,TeguhWidodotw,1
5811,Big_Mouse666,2
5812,MrSimpl92795338,1
5813,ahalimnasution,3
5814,ColomaduKRA,2
5815,frans_shn,3
5816,requisitoire,2
5817,Mazdalani,2
5818,ZulaikaSugiarto,1
5819,Penyuka_ombak,5
5820,Elvinaadinata,7
5821,InfoTimlo,8
5822,donshendi2,1
5823,ekaputra17_,1
5824,lampungpostid,7
5825,samiraara2,3
5826,JustFreedomMan,2
5827,John_NKRI,13
5828,TribunJabar_Id,5
5829,ferayudiaayu,10
5830,lampungpost_,31
5831,Scafold2,1
5832,Secangkirrasa1,1
5833,KangPulsa20,2
5834,ujaangrambo,1
5835,NurmilahUtami,8
5836,IqbalMhndr7,9
5837,SahabatGanjar4,1
5838,MediaAcehOnline,5
5839,okishadi,1
5840,kuya_jou,8
5841,TeguhBudiawan16,1
5842,kingsilalahi,1
5843,delafena1,1
5844,Djat_mika,7
5845,MelyaPuspita2,5
5846,BagindaYornAOV,1
5847,HironimusU,1
5848,SemuAnies,5
5849,AlianisBgd,3
5850,RusdiDalimunth3,1
5851,Pang22Saudi,4
5852,indrapradana,1
5853,allmumtadz,2
5854,news_education_,5
5855,abdulsodiq1509,2
5856,LambeRusak62,2
5857,KTriono,2
5858,Afnanimax,1
5859,MedanPlus,1
5860,pemburuan6,1
5861,alfred_1217,1
5862,fzfrsyh,3
5863,ReezMuhammad,1
5864,AnastasiaPakar1,1
5865,CaesarGalvao,1
5866,WManikmaya,2
5867,MonitaTania_,4
5868,SamiraPutri6,8
5869,P_etkLeeSegh,5
5870,asedekontlo2,1
5871,Jhon92850351,1
5872,AbasBalapradana,16
5873,nawacitadotco,23
5874,nawacitamedia,23
5875,NAWACIT4,22
5876,secretkim_19,2
5877,SahiraYora,1
5878,matsuhiroeka,1
5879,99Dahlan,2
5880,icreamingyu,1
5881,KDroneHunter,2
5882,lutfan_mohamad,1
5883,gundala_sakti,3
5884,juragan22909094,1
5885,barometer_jatim,11
5886,pojoksatu_id,2
5887,Jupri34955211,1
5888,e6acb0a4004e4a2,4
5889,RegiraDiaston,3
5890,SpiritSumbar,1
5891,mikuroQ,3
5892,andrewenas,4
5893,dp_koesmirah,3
5894,AbdulganiMarju1,5
5895,dumzbs,1
5896,Firman2941,1
5897,algraistalagi,1
5898,alibaba_non,2
5899,asyifa_talifa,4
5900,Naollivia,5
5901,istrii_muuda,1
5902,Sar1iii,3
5903,jeeenxie,1
5904,AlanSyhr,16
5905,mustika27680076,1
5906,adiwiradharmaID,1
5907,encesutisna,2
5908,cherry_bg,3
5909,laguanaknegeri,1
5910,Tery44117487,8
5911,EndangYunitasa5,1
5912,jokomarianto13,1
5913,mahargasiahaan,2
5914,Gotenpanau,1
5915,tengkudimas4,2
5916,lovemyself289,5
5917,arifsalda,1
5918,lhayesno,6
5919,widi_kartika,4
5920,sigap88news1,1
5921,rudisirait8,4
5922,BisBanNews,8
5923,SommerFoods,2
5924,PimredAspirasi,1
5925,Anti_Oligarki,1
5926,mahdiequintana,2
5927,ahmadsyakir165,3
5928,SangkuriagIND,1
5929,168sis,1
5930,Harustau18,1
5931,Arickkingking,1
5932,febriyan_id,18
5933,yosudarman,3
5934,MuhdAzka99,1
5935,loozeern,1
5936,berbagikabar20,1
5937,ManroeReinhard,2
5938,PoelSck,3
5939,keledai_dongok,1
5940,deatunggaesti,1
5941,AbimanaDika,1
5942,AshillahMutawa1,4
5943,AntonNu34549641,1
5944,KapitaNews,1
5945,BangMora5,1
5946,HensuAja,2
5947,MegaposNews,4
5948,BisaDoni,1
5949,donny_waldi,3
5950,ScientiaID,4
5951,mail_karcaa,3
5952,Edwin68817838,1
5953,NewsBuletin,1
5954,dewankritis,1
5955,FitriNatali1,1
5956,semutsemeru,2
5957,banikolor,2
5958,slopequilibrium,1
5959,ikafikaf,1
5960,AdiPurbalinga,1
5961,DemokratSiap,1
5962,ebongdongok2022,5
5963,CharlioMoerdadi,4
5964,rinachaidir,8
5965,pramudia_id,15
5966,ottttoedy,1
5967,JohanSimamora4,1
5968,fauzansazli,1
5969,buddykuofficial,10
5970,sudadmono,8
5971,asep_ibrahim201,2
5972,masinusina,1
5973,news24_coid,12
5974,KodePos_,1
5975,drupadawan,1
5976,bsujatmoko0,1
5977,SrikandiPD,1
5978,brianjaktim,1
5979,Tyenxmr,1
5980,blibisku,1
5981,boediots,1
5982,R_GUN4W4N,1
5983,aza73_abu,1
5984,Uchok_Sky,1
5985,ALHIDAMART,24
5986,kuninganmass,3
5987,theiconomic,2
5988,GDCIndonesia,25
5989,PostGorontalo,4
5990,KadrusRusak,1
5991,rafiqi_28,1
5992,biogreen017,1
5993,Fido_id_,13
5994,JackMabayang,3
5995,Thomass90392754,3
5996,pradana1304,1
5997,hariandotnews,2
5998,ahbuch,1
5999,LikParjo,1
6000,Sarkawi95291207,2
6001,RanggaMccray,2
6002,Maribet63145601,1
6003,Qiana20250819,1
6004,zalindayunia,4
6005,ArumJeram8980,1
6006,Hunter36869556,1
6007,AndreasEdison72,4
6008,NeraVia8888,1
6009,Nugroho7788,1
6010,Gunawan_P1968,1
6011,apelwebapp,1
6012,MuhammadRefi21,1
6013,abanese,2
6014,PetrusSunoto,2
6015,addaeadda,1
6016,Mistar68,1
6017,SalkamalT,2
6018,IVANNTR,1
6019,CvKadim,1
6020,MangUdin1974,1
6021,patrickharimo,15
6022,terkenaldotcoid,1
6023,swalayan_,1
6024,agusjurnalis,1
6025,jfgltm,1
6026,GUNAWAN000111,7
6027,IntanSlovakia,1
6028,Safri25330024,3
6029,Fita_Shanty,3
6030,RustamSupri,2
6031,virgandhi,2
6032,elmoveus,1
6033,riptiaji,1
6034,DJ_Luvly,1
6035,Bento_sims,1
6036,MasElon62,1
6037,barisoegriwa,1
6038,dpcbagustikep,2
6039,blontankpoer,1
6040,sasaran_empuk,2
6041,surodilagan,5
6042,MohamadChori,1
6043,AhdaGoda,2
6044,BecakOL,1
6045,MahijaKayana,1
6046,borutoforhokage,2
6047,e_pph,4
6048,jatimpos_online,2
6049,AkhmadFeatZaini,3
6050,Partono_ADjem,6
6051,el_f4hm1,1
6052,PdkrBodoh,1
6053,boyheboy,1
6054,munajat10,2
6055,NKRI_jokowisyoo,2
6056,ebe_ganzo,11
6057,koganenohikari,1
6058,lensaRTV,8
6059,WefisidoleFahr1,1
6060,DedeSudrajat64,7
6061,AlamsyahRicha,7
6062,Juniset87794855,4
6063,antonius_bajawa,1
6064,jabar_gerindra,1
6065,Sigromilir01,4
6066,enydheta,1
6067,Justonedy2,1
6068,Pakde_ian,1
6069,AKoemiz,9
6070,Deddyash1,2
6071,ranggape_,3
6072,quickspace17,1
6073,WNSamarenda_89,2
6074,SKakilima,2
6075,sigitwid,7
6076,UmmiIra4,1
6077,GoinvintyOne,23
6078,Mandira33916433,6
6079,sendc0de,4
6080,yudd7,1
6081,tedjosumarno,1
6082,siregar_elang,4
6083,aoeliaRF,1
6084,promadanii,3
6085,LiliJuliani10,3
6086,JuwantoF,3
6087,Dodo44427031,1
6088,AdellaChava,7
6089,Tukang_RTLike,3
6090,nuerrohmad,1
6091,FatimahMercy,1
6092,newsmilenial,1
6093,SobatErick2024,16
6094,HelfiaNilChalis,2
6095,tiffanyarianas,9
6096,BudhiViera,1
6097,NusadailyCom,11
6098,radarsumbarcom,7
6099,Hambadhoib831,1
6100,Ruchyana71,1
6101,Abdulro96432589,1
6102,SahabatGPBanten,1
6103,babydoge_Alp,3
6104,Siahaan777111,3
6105,von_edison,4
6106,SyahabUmmar,1
6107,wisnu_erlianto,1
6108,salim_wawan,1
6109,andifathdar,2
6110,Fitry37016137,1
6111,Bandung_Update,7
6112,NabilaAr__,20
6113,Bunga_Que,1
6114,cahyonoputro_,1
6115,rahmad_anw,4
6116,Tio_Rud,2
6117,BfBng,13
6118,douboegiez_,1
6119,GP_GarisLucu,1
6120,dangiangkuning1,3
6121,TirtaAirin,4
6122,rizqi_555,1
6123,talisaa77,1
6124,WeslyBedy,1
6125,HublaaNetwork,5
6126,unggas224,1
6127,DelicaSugeng,1
6128,GP_Sampang,5
6129,Maz_Jawull,1
6130,HeriSusyanto,1
6131,usaifbolt,1
6132,al_edden,1
6133,henrysubiakto,6
6134,GuloYasad,2
6135,terminologis,1
6136,sri_sansan,1
6137,nicholauds,3
6138,th3l4w,1
6139,bapakbagus4,5
6140,alibarrand,1
6141,Muhsaprimalik,2
6142,Yulianaannur,1
6143,Almukaram123,1
6144,HelmonNadun,1
6145,cianjurekspres,9
6146,GIGemilang,1
6147,juara_news,1
6148,MikaelMarut1,2
6149,adit10759448,2
6150,polsekrandu,1
6151,B_n1ng17,1
6152,Beritabaruco,34
6153,TheaRizkyyy,1
6154,puntung__,1
6155,Gimbalz_,3
6156,BlockChainIndo9,5
6157,Muhamma45479164,5
6158,EdiWina06713743,5
6159,IndoBuzzfeed,5
6160,prawoko_agus,4
6161,pkbkuburaya,4
6162,subsubsab___,2
6163,PejuangIhsan,1
6164,the_indonesian,5
6165,raden_gendowor,3
6166,Langgenj,1
6167,0104Vcah,1
6168,MagdalenaZiva,4
6169,usamahtaqi27,1
6170,wadjdy,3
6171,RKampali,1
6172,yanti_ichwan,1
6173,uudjie,3
6174,Sjastri,1
6175,setiya_jogja,37
6176,ilhampst,1
6177,Eli_Salomo_S,1
6178,samudera_etho,1
6179,ajibkmsp,1
6180,DaraSagita99,2
6181,KinkinAsikin1,5
6182,BANGSAygSUJUD,4
6183,perintisgunawa1,1
6184,BantenSarerea,2
6185,klufb,1
6186,hiborang_yolin,1
6187,Dagdigduq,1
6188,gregoriusigo,2
6189,Ayahku_papaku,4
6190,asdasd44asdasf,1
6191,Djamalud8Dasman,1
6192,SThirany,3
6193,dianpermanax,2
6194,JabarPublisher,1
6195,Nanang92809100,5
6196,kamubelumtaukan,1
6197,masboy12868208,1
6198,cendanao,1
6199,nengTety_,8
6200,SetyasihMurwani,1
6201,JASMERAHAntiPKI,6
6202,FitriSu39792133,1
6203,AferoJepara,2
6204,Kahiyank,1
6205,liberated_bebas,1
6206,kalijerukbae_si,1
6207,santi_widawati,1
6208,ant7_Phoong,1
6209,beritabuanaco,7
6210,14ungaran,1
6211,lukmann50777193,2
6212,sukarti_eti,5
6213,lantakanemas,2
6214,aswajanews_id,8
6215,AdmiralZulpakar,2
6216,candrakepri,8
6217,NettyRosMiatyR2,3
6218,WahyuWi75719362,9
6219,vharianT29,1
6220,Mrszhann1,1
6221,zubaidahamin1,1
6222,Wirda98638109,1
6223,Mamasulis5,3
6224,vangers24,2
6225,natalia453640,1
6226,imbeciledge,1
6227,evanth37,1
6228,PermanaDestra,2
6229,tohir_extrem,5
6230,iNewsMedan,3
6231,sonny_cipta,2
6232,SerencengKopi,1
6233,Ihendraone2,2
6234,VitoAdi84598877,1
6235,hanjakutiya,3
6236,SunarYo94744615,3
6237,Indonesiaguyub,19
6238,rustamaji,5
6239,Nawang991,2
6240,ErmansyahUus,2
6241,madiunpunyakita,1
6242,BeKa_AGraya,1
6243,just_have_cool,11
6244,PresedentBuzzer,1
6245,muthijairoi,1
6246,arkha_darma,3
6247,085646525167,2
6248,morphogofficial,9
6249,Moyo26278086,3
6250,yulioantoni,1
6251,ErvansyahIlvan,9
6252,Den_Hun47,1
6253,SijayaHerman,1
6254,DPP_GAPURA,1
6255,partaimurba,2
6256,Iwinsial,1
6257,nengherba1,8
6258,totoandre3,1
6259,bimo_kompastv,1
6260,wifeqi,1
6261,demokratsulsel,14
6262,briefdotid,5
6263,RajaJuliAntoni,2
6264,NorthPapua2021,2
6265,PtBerita,2
6266,Adinda_AZahran1,4
6267,rifkychaerul,1
6268,contohblogcom,1
6269,BoasHand,2
6270,GuloHasanolo,1
6271,HeriandiAndri,1
6272,ragamaga,1
6273,vox_timor,4
6274,minggudesu,1
6275,Adhi_Beka2,2
6276,Rudi97973763,1
6277,AgungHatmoko1,1
6278,Mas_aRie1945,2
6279,SejatiYunhari,1
6280,b_daulay07,1
6281,nak_teri,10
6282,Joker_Ulosowo,2
6283,Barita_62,2
6284,Pelanginews,2
6285,aiyubilyas,1
6286,silvi_wulann,2
6287,QodryAmir,16
6288,KasmanEmka2,1
6289,irhamnapermana,3
6290,Rianisintaaa,2
6291,SuryaAj81671816,1
6292,ekalalo,4
6293,idn_indo,8
6294,AjiTeguh04,3
6295,DaengWahidin2,1
6296,abah_machfudz,1
6297,dimaswasikun,1
6298,GagakNew,6
6299,BIENSenator2022,2
6300,usman_sus,2
6301,b4ce6d77c34e41e,3
6302,Syahrud35176046,2
6303,Ugi7498,2
6304,ini_riau,1
6305,NegeriBeruang,1
6306,EdiBopengHalu,4
6307,kolakmanis,10
6308,megalive99,1
6309,demokratbabel,10
6310,BudiUto57092061,2
6311,sholakhuddin17,1
6312,OfficialGaluhID,2
6313,ahmad_tandjung,1
6314,madazis169,2
6315,dyherianto,1
6316,anaknaburju2571,1
6317,DarwisChannel,3
6318,anton0373lubis,1
6319,JamesRi92437185,3
6320,programmer_tua,1
6321,bersamanies,1
6322,LANGKAHANIES,2
6323,YoutubeILC,13
6324,SabililMuhtadin,1
6325,YakobusEkoS,2
6326,luhut_lubis,1
6327,detikfinance,4
6328,DPWPKBJAKARTA,4
6329,sajaknyahilang,1
6330,qiongg,1
6331,Allunk1801,2
6332,LaytariI,1
6333,MohAhmad5,1
6334,AdrianMin0n,2
6335,kupang_terkini,3
6336,TriWahyutray,1
6337,Hekler20,3
6338,bacautas,9
6339,Nuhinainuinainu,1
6340,Jusup_Rianto,1
6341,SigitAdianto2,1
6342,agusgusano,1
6343,azli1964,5
6344,KhaledWaleed_ID,1
6345,KWaktura,2
6346,Khilafah1311,1
6347,bowo_1987,6
6348,BimoSiddharta,1
6349,sukadisiniaja,1
6350,orang_pesisiran,1
6351,faisal_serang,3
6352,Mukaertopo,5
6353,RockavanaVin,2
6354,sisca789,1
6355,EdwinPr83397682,1
6356,denhafizhh,1
6357,Stakof,1
6358,SunaryonoAgus,1
6359,dwikisnd_,2
6360,Husainaziz96,1
6361,Mbahhardiman,14
6362,kolo_boni,1
6363,NYagami123,1
6364,BSiburi,1
6365,coachaddie_off,3
6366,hasbipkb,4
6367,Yanto2405,1
6368,Oliver4751347,1
6369,WaNuriani,3
6370,Muntang9,3
6371,oktoberman,1
6372,SafrudinSyamsu1,1
6373,MabesGanjar2024,2
6374,AsepSeptiyana_,3
6375,MandaHerika,1
6376,MuhaiminSPenuh,1
6377,Apriland39,1
6378,Espriatna05,2
6379,ChoirilAkbar6,4
6380,Ansori_BimWahid,1
6381,Red_______7,1
6382,Mluqman0812,1
6383,ZulfanE94952246,13
6384,loan_don,4
6385,anonymous_3171,1
6386,TiaraWinata_,11
6387,SyahrirRumluan,1
6388,Permatani_AWARD,1
6389,GamingkuG,1
6390,kpuprovsumsel,1
6391,Tammyyummy6,1
6392,Zainal_Suroh,3
6393,Zaenudinestu,3
6394,HendriSitompoel,4
6395,hc_poirot,4
6396,aven_mahur,1
6397,SazaliSofyan,1
6398,AntiRedBull2024,5
6399,ronnyblues33,1
6400,SupriyantoYatim,2
6401,KartonoBenny,1
6402,phand_abdidesa,2
6403,Wildan_Tegal,1
6404,Ahmad02691718,2
6405,hipomanicc,2
6406,alwani_norhan,3
6407,yuyun_arisuddin,1
6408,beharsubag4,1
6409,anggi_nurmansya,1
6410,RohayaniHj,1
6411,WaYana39698506,1
6412,juju_juraiz,6
6413,sufyansliyeg,1
6414,Soter_66,1
6415,RZulhrndra,1
6416,AKHMADZ29046274,1
6417,CekHoaks,1
6418,nurmadestya,10
6419,isal2808,3
6420,Maintenance001,1
6421,GrowolAnget,1
6422,Darmaningtyas,3
6423,Mi73Hel,2
6424,HanskoeG,2
6425,SubangHits,4
6426,PanturaTerkini,1
6427,zonasubang,8
6428,windrh1,1
6429,NasionalisSiber,5
6430,BglZigen,1
6431,TrisnoAlleya177,3
6432,gita_lian,1
6433,UsbreakingN,2
6434,KangDeeL1,1
6435,JaenalA19553160,1
6436,HasanuddinSabiq,2
6437,bhar13f,3
6438,Agus47521281,1
6439,pporicrazy,1
6440,DokterTasawur,1
6441,Ricky_Ubique,1
6442,winner_nadapdap,1
6443,junoderi9,2
6444,and_RA02,1
6445,IDNNews_id,1
6446,BuzzDrun,1
6447,Franz_Siregar,1
6448,oursky23,5
6449,TommyAlan2,1
6450,AgusSantoso929,1
6451,mediakarya_id,17
6452,Marsoni22,1
6453,sam_8068,1
6454,rgb_phenomeno,1
6455,ElminKarya78,1
6456,ManggarRisnan,1
6457,Sinar_Harapan,24
6458,Sikateng77,1
6459,bimaprawira,1
6460,Sinta0077,2
6461,panturapost,1
6462,PirloWon2Trophy,1
6463,yusrilmawjpr,1
6464,KireniusBole,2
6465,J_JK2019,1
6466,gus_anam_,1
6467,eerie89660474,1
6468,Singo_Asmoro,2
6469,DPCPKBBKL,4
6470,dhikadka,1
6471,rusli_amarrul,2
6472,imsaying_tv,3
6473,RaffiAditya998,3
6474,_Pagicerah,1
6475,MawardiCahya,2
6476,SahabatGanjar_,9
6477,mr_pahlewa,3
6478,HusinShihab,2
6479,someng8649,3
6480,djavatoday,2
6481,rifdiaintan,1
6482,ekopramono37,1
6483,jijunnnn,1
6484,mamang_opik,2
6485,ZAryaBelange,1
6486,BangUle15,1
6487,husinw,1
6488,domara_maman,6
6489,baca_pesan,5
6490,samfaqot81,2
6491,Cyko_as_Coky,3
6492,firman__nurhuda,8
6493,Arief_2792,6
6494,delyano17,5
6495,pustakalewi,6
6496,AS_prat,1
6497,nabibilalala7,1
6498,cakbulla,4
6499,pinggiran_,1
6500,ridwansopandi3,1
6501,rendrasejati,7
6502,GSeptiarso,1
6503,MypMyp33657035,1
6504,Fakhruddin_MS,4
6505,PelitaSumatera,1
6506,novylumanauw,1
6507,Andesit14,1
6508,Rawit234234,2
6509,WirayudhaJoseph,3
6510,jendelapublik,3
6511,Cheppy_OldTrave,1
6512,marvellmaliki2,2
6513,ahoeyaja,1
6514,KompasKlasika,1
6515,FauziST10,1
6516,capparuni,12
6517,seputarpapuaCOM,1
6518,kbe_2014,1
6519,SAMMONIN,1
6520,republiknews_,8
6521,wahyudiade507,1
6522,Uthaismyname,1
6523,karlosstefanus,1
6524,BuditTriyono,2
6525,CristianEka3,2
6526,anjares90,4
6527,boozdesign,1
6528,Andelumut0003,1
6529,rabokliwon1,1
6530,mistercebong,2
6531,anies_ulani,2
6532,KusMadi23861989,1
6533,jumanjidoe,1
6534,Tumpakfeterson,1
6535,KristianLambe2,23
6536,Vvvv__ap,1
6537,Bagol91375512,2
6538,Disko80s,1
6539,ali_supyan,3
6540,ihsandesign_,3
6541,joriz_ariz,4
6542,hjrozanah,1
6543,denoka22,4
6544,PartyHR1,2
6545,redaksikarawan1,5
6546,NeoRenno,1
6547,akhmadf21,2
6548,Info_BPN,1
6549,carepucuk,2
6550,kanalbali,10
6551,EdmonR7,1
6552,SukmaAstuti2,1
6553,clara_asma,1
6554,masprasjelas,12
6555,Been4Q59,1
6556,LaniaYulita,1
6557,SamistaF,2
6558,Bintangptrr66,2
6559,DellaAmndyy6,2
6560,anindiragytr,1
6561,KabFraksi,1
6562,AlfaneRizky,26
6563,protesbedes,14
6564,PKBKuningan,3
6565,Askrlfess,1
6566,a_Denn_Si_Gagap,1
6567,kenarock888,2
6568,bukupembaharu,3
6569,Txtmlbb,1
6570,Kangdin16,2
6571,SlawiPosUpdate,1
6572,K_W411,1
6573,avodynaxaviera,1
6574,asoy_6,4
6575,jisatu01,4
6576,sahalaharianj16,6
6577,ajierakita_dewa,2
6578,Boyzneboyzone,7
6579,praktisikonyol,1
6580,riverfide,1
6581,ToankMajdi,2
6582,Yanthe36586752,2
6583,Hadanililislam,1
6584,putri_nora86,2
6585,trenasia_com,1
6586,uniqueshop697,1
6587,ArmefriK,1
6588,goodguydev__,1
6589,YuliSugiyanto06,2
6590,YumaAr_,9
6591,doncharbone,4
6592,TwitBeritaBaik,1
6593,Nice79071846,1
