,date,username,tweet
55,2023-05-30 18:02:35+00:00,WinahyoK,RT @aswin2211: @Leonita_Lestari Kayak ngga tahu aja kebiasaan opah prabowo setiap menjelang pilpres (rajin foto bareng sana-sini cuma buat…
56,2023-05-30 17:52:32+00:00,Verraagustian_,"RT @josephrizal810: @Verraagustian_ Banyak ngklaim gerinda, mending drpd klaim ini n itu lu sadari ketum mu spy tau diri bahwa dia udh 3x g…"
57,2023-05-30 17:51:37+00:00,josephrizal810,"@Verraagustian_ Banyak ngklaim gerinda, mending drpd klaim ini n itu lu sadari ketum mu spy tau diri bahwa dia udh… https://t.co/MU8p1qfjEK"
58,2023-05-30 17:51:17+00:00,KesatriaBajaHi9,RT @Semi03558529: @lysavana1 Ingat Covid? Apa kata Somad tentang Covid semestinya membuat orang bisa berpikir bagaimana kualitas orang ini.…
59,2023-05-30 17:51:09+00:00,Santanha_88,@GembrixNv @BANGSAygSUJUD @prabowo @Gerindra @azissubekti @Ahwal08 @Ndons_Back @bengkeldodo @florieliciouss… https://t.co/lYhBM8RgTt
60,2023-05-30 17:48:02+00:00,adzaniamedikasr,Firman Soebagyo tak menepis agar Airlangga Hartarto bisa menjadi bakal cawapres Prabowo Subianto di Pilpres 2024. p… https://t.co/CevhWlxzyW
61,2023-05-30 17:45:18+00:00,WarasWareg,"@ruhutsitompul Coba bikin survey lagi dong...
Krn biaya pilpres mahal dan negara sedang alami devisit anggaran, mak… https://t.co/aRvLCpbYeS"
62,2023-05-30 17:21:04+00:00,AdeSaung,"RT @AdeSaung: @ganjarpranowo Katanya,cawe cawe pak Jokowi lebih mendorong pak Prabowo daripada mendorong pak @ganjarpranowo 
Jika pak Jokow…"
63,2023-05-30 17:14:27+00:00,Thannnsss,"@YourDearCrush98 @denismalhotra Pilkada DKI mengalahkan Fauzi Bowo, sang petahana. Dilanjut pilpres dua kali bertur… https://t.co/aNaMOnP1hd"
64,2023-05-30 17:00:24+00:00,rudydesda,"@RizkiAsihan Sebaiknya kewenangan MK dicabut dulu, nanti setelah Pilpres 2024 baru kemudian diancam."
65,2023-05-30 16:50:30+00:00,radiefrmadna,"@NdrewsTjan @jokowi Iya soh, tapi mosok ya dia cawe-cawe di Pilpres 2024 termasuk nyuruh rakyatnya milih 'GP' atau 'PS'?"
66,2023-05-30 16:43:24+00:00,Yantidaryanti,"@AndreasSolusi @k3n4ng4_0 Mungkin itu yg diinginkn p jkw, spy masy gk terbelah sisa pilpres 2019. Ttpi hsil surves… https://t.co/CtyMhRdRlz"
67,2023-05-30 16:16:27+00:00,Amirulamin84,"RT @AdeSaung: @ganjarpranowo Katanya,cawe cawe pak Jokowi lebih mendorong pak Prabowo daripada mendorong pak @ganjarpranowo 
Jika pak Jokow…"
68,2023-05-30 16:16:05+00:00,_01tikusberdasi,"@PDemokrat Idih yakin kali, bisa menangkan Pilpres 2024"
69,2023-05-30 16:15:04+00:00,as_siglie,"@Naz_lira Gibran itu belum banyak makan garam, apakah dengan diplotingnya sebagai Jurkam Pilpres 2024 akan berdampa… https://t.co/oGpDuKRWvs"
70,2023-05-30 16:13:34+00:00,labirin37066896,@BananaFirza @irwan_fecho Gw juga udah cape melihatnya..semoga sebelum 2024 udah lengser tuh orang jadi Presiden.(… https://t.co/esEzm781Er
71,2023-05-30 16:10:15+00:00,Putrasagita5,@tempodotco Sdh dipersiapkan utk menjelang thn 2024...kl ada sengketa pilpres lbh baik ngga usah diajukan ke MK...h… https://t.co/SkT32WOuCx
72,2023-05-30 16:10:04+00:00,RujackX,"RT @PutraErlangga95: Hii tweps mari kita polling lagi okey,
Kalau Pilpres 2024 ada Tiga Capres maka anda akan pilih?

Setelah vote jangan l…"
73,2023-05-30 16:05:16+00:00,kariango_,@republikaonline Bagaimana pun banyak nya orang yg klarifikasi tetep aja rakyat tau nya jokowi ikut campur dalam pilpres 2024
74,2023-05-30 16:01:44+00:00,ujungnyamati,RT @AntiPekines: Ada postingan katakan Edorgan kalah survey dan menang pilpres turkiye.trus katakan InsyaAlloh Anies Presiden RI 2024.perta…
75,2023-05-30 16:01:12+00:00,NastarBubuk,Udah ada yg berantem gara2 pilpres 2024 blm? 😃✌️
76,2023-05-30 16:00:14+00:00,Pt0nks1matupang,"@__AnakKolong @gibran_tweet Semalam, seorang influencer yg cukup dikenal di republik ini, bertanya kepada saya, ten… https://t.co/9Lzrcq1eFL"
77,2023-05-30 15:59:25+00:00,BukanDi05823782,"RT @PutraErlangga95: Hii tweps mari kita polling lagi okey,
Kalau Pilpres 2024 ada Tiga Capres maka anda akan pilih?

Setelah vote jangan l…"
